category,serving_size,calories,protein,total_fat,carbohydrate,fiber,sugars
Snacks,100.0,541,10.9,37.0,46.5,0.0,0.0
Poultry,100.0,253,19.61,11.0,18.52,1.2,0.0
Miscellaneous Ingredients,100.0,265,0.0,0.1,69.6,0.0,42.0
Seafood,100.0,156,23.19,6.3,0.0,0.0,0.0
Fruits,100.0,47,0.4,0.1,11.5,0.1,10.03
Snacks,100.0,436,2.6,13.0,77.77,1.5,66.89
Miscellaneous Ingredients,100.0,461,6.0,17.0,72.8,2.7,35.8
Poultry,100.0,137,23.1,4.2,0.0,0.0,0.0
Condiments,100.0,141,7.68,3.3,20.81,1.7,0.0
Seafood,100.0,117,24.86,1.2,0.0,0.0,0.0
Eggs,100.0,194,5.2,2.5,36.7,1.3,0.0
Fruits,100.0,44,0.3,0.2,11.4,2.6,7.36
Fruits,100.0,58,0.2,0.2,15.4,2.1,12.96
Beverages,100.0,83,0.07,0.0,3.01,0.0,0.0
Red Meat,100.0,303,11.51,29.0,0.0,0.0,0.0
Grains,100.0,329,11.8,12.0,44.29,11.2,4.2
Fruits,100.0,42,0.12,0.1,10.17,5.3,1.02
Legumes and seeds,100.0,153,2.88,0.8,33.64,0.0,0.0
Poultry,100.0,138,18.7,6.0,1.0,0.0,0.0
Beverages,100.0,372,1.8,0.2,93.3,8.0,0.0
Legumes and seeds,100.0,47,4.21,0.3,6.96,6.3,0.0
Eggs,100.0,112,4.13,2.8,17.61,0.0,4.63
Beverages,100.0,315,20.21,0.0,58.66,8.5,5.53
Legumes and seeds,100.0,332,49.83,1.4,36.1,0.0,0.0
Vegetables,100.0,17,1.21,0.3,3.11,1.0,2.5
Snacks,100.0,173,3.54,5.7,26.79,0.9,5.65
Eggs,100.0,293,5.0,10.0,45.8,1.0,18.1
Snacks,100.0,487,22.9,25.0,46.5,14.2,5.3
Vegetables,100.0,29,1.8,0.1,6.69,1.1,2.8
Red Meat,100.0,72,11.0,3.2,0.0,0.0,0.0
Condiments,100.0,449,0.0,50.0,2.5,0.0,2.5
Eggs,100.0,138,10.97,10.0,0.83,0.0,0.07
Fruits,100.0,379,5.48,19.0,47.76,2.2,17.0
Seafood,100.0,184,29.91,6.3,0.0,0.0,0.0
Snacks,100.0,400,4.35,13.0,65.92,2.2,31.76
Dairy,100.0,290,16.41,21.0,8.73,0.0,7.32
Snacks,100.0,538,6.41,29.0,63.15,0.0,57.69
Dairy,100.0,85,8.12,0.1,12.72,0.5,11.4
Condiments,100.0,465,0.0,53.0,0.0,0.0,0.0
Sauce,100.0,260,11.53,9.3,32.74,1.9,5.32
Legumes and seeds,100.0,589,27.04,51.0,16.3,8.9,0.0
Legumes and seeds,100.0,578,25.87,49.0,19.86,8.9,0.0
Grains,100.0,393,12.0,6.0,73.4,5.2,13.75
Dairy,100.0,318,21.6,25.0,2.47,0.0,1.01
Sauce,100.0,103,1.76,8.0,6.03,4.1,0.33
Snacks,100.0,487,3.8,25.0,68.3,0.8,44.2
Red Meat,100.0,193,26.64,8.7,0.0,0.0,0.0
Poultry,100.0,349,13.33,32.0,0.0,0.0,0.0
Poultry,100.0,119,21.39,3.1,0.0,0.0,0.0
Beverages,100.0,373,9.09,9.1,63.64,9.1,27.27
Miscellaneous Ingredients,100.0,219,14.5,16.0,5.5,1.8,0.6
Fruits,100.0,86,1.06,0.0,20.41,2.1,14.27
Poultry,100.0,116,20.6,3.7,0.0,0.0,0.0
Fruits,100.0,260,5.9,13.0,30.2,1.8,0.0
Miscellaneous Ingredients,100.0,196,17.8,11.0,5.7,0.0,3.2
Fruits,100.0,42,0.69,0.2,10.45,1.2,6.99
Dairy,100.0,136,3.89,2.2,30.18,5.8,20.29
Condiments,100.0,334,0.6,33.0,8.5,0.1,4.2
Fruits,100.0,339,3.7,0.7,89.07,0.0,0.0
Seafood,100.0,156,16.6,8.0,4.3,0.0,0.0
Beverages,100.0,110,0.3,0.1,11.3,0.0,0.0
Vegetables,100.0,36,1.4,0.4,8.2,1.5,1.78
Legumes and seeds,100.0,21,1.14,0.1,5.1,0.0,0.0
Seafood,100.0,84,9.07,1.7,7.41,0.0,0.0
Red Meat,100.0,115,18.62,3.7,0.64,0.0,0.29
Sauce,100.0,150,5.19,4.9,21.16,1.2,4.2
Beverages,100.0,353,12.2,0.5,75.4,0.0,0.0
Vegetables,100.0,236,1.42,7.5,40.77,3.2,21.76
Sauce,100.0,38,0.93,0.6,7.17,0.4,3.9
Snacks,100.0,569,11.97,37.0,46.85,4.4,37.13
Sauce,100.0,69,1.82,3.3,8.52,0.4,0.72
Red Meat,100.0,325,18.53,27.0,1.42,0.0,1.09
Sauce,100.0,71,1.51,1.4,13.25,1.3,1.44
Seafood,100.0,20,1.83,0.6,2.93,2.6,0.0
Red Meat,100.0,164,8.73,10.0,9.27,1.1,0.34
Poultry,100.0,157,19.7,8.1,0.0,0.0,0.0
Seafood,100.0,90,18.36,1.3,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,643,14.29,61.0,17.86,7.1,3.57
Snacks,100.0,512,4.6,25.0,67.6,4.1,38.5
Eggs,100.0,52,2.27,1.2,7.94,0.9,1.66
Sauce,100.0,102,4.26,1.9,17.14,1.7,1.77
Beverages,100.0,329,23.5,2.6,52.9,1.6,51.3
Vegetables,100.0,28,1.9,0.4,5.63,2.0,1.25
Sauce,100.0,158,0.75,0.1,40.4,1.2,31.3
Snacks,100.0,93,1.93,0.3,20.87,0.3,15.75
Fruits,100.0,161,1.75,3.4,30.84,1.4,19.68
Eggs,100.0,245,5.3,8.0,38.6,1.0,10.0
Sauce,100.0,87,3.57,2.4,12.7,1.6,3.57
Snacks,100.0,607,21.23,55.0,17.68,10.5,4.55
Snacks,100.0,598,20.96,53.0,21.01,10.9,4.86
Snacks,100.0,520,5.1,27.0,64.8,1.3,29.6
Vegetables,100.0,65,1.4,0.4,16.25,2.1,1.48
Vegetables,100.0,18,0.72,0.1,4.31,1.1,2.08
Condiments,100.0,81,0.97,6.9,5.61,2.5,0.0
Snacks,100.0,477,3.6,22.0,66.2,1.7,36.9
Snacks,100.0,528,6.0,29.0,62.2,1.4,22.6
Beverages,100.0,78,0.07,0.0,2.38,0.0,0.0
Legumes and seeds,100.0,68,1.26,0.3,15.23,1.8,4.0
Vegetables,100.0,22,1.87,0.2,4.51,2.5,2.4
Snacks,100.0,502,8.1,26.0,59.5,1.3,13.4
Eggs,100.0,275,14.07,23.0,1.77,0.0,0.07
Seafood,100.0,83,17.88,0.7,0.0,0.0,0.0
Sauce,100.0,81,2.46,3.9,9.01,1.2,0.0
Beverages,100.0,549,7.41,33.0,55.25,5.7,50.75
Sauce,100.0,192,0.95,0.4,46.08,1.3,38.37
Poultry,100.0,271,19.2,13.0,19.31,0.8,0.0
Beverages,100.0,0,0.0,0.0,0.0,0.0,0.93
Grains,100.0,270,0.01,4.9,45.8,10.7,6.5
Miscellaneous Ingredients,100.0,97,0.1,0.4,46.9,2.2,0.0
Legumes and seeds,100.0,329,25.33,0.5,58.33,24.9,0.0
Fruits,100.0,25,0.44,0.2,5.9,1.1,3.74
Snacks,100.0,443,7.4,17.0,67.3,4.6,0.0
Legumes and seeds,100.0,335,23.03,1.2,60.05,24.7,0.0
Fruits,100.0,62,1.12,0.3,13.85,7.5,5.54
Beverages,100.0,37,0.07,0.0,9.56,0.0,8.97
Sauce,100.0,42,1.56,0.2,9.94,1.8,0.0
Sauce,100.0,79,1.84,0.6,16.72,0.4,10.81
Condiments,100.0,221,19.4,14.0,5.5,4.2,0.8
Seafood,100.0,153,20.63,7.2,0.0,0.0,0.0
Vegetables,100.0,22,0.71,0.1,5.06,2.0,2.99
Sauce,100.0,213,5.06,14.0,23.33,5.8,0.0
Sauce,100.0,353,4.15,22.0,38.44,0.8,27.39
Condiments,100.0,196,1.25,12.0,21.33,1.1,3.77
Snacks,100.0,535,6.3,31.0,59.3,1.5,23.2
Sauce,100.0,91,4.7,1.3,15.1,0.0,7.2
Fruits,100.0,57,1.1,0.3,12.7,1.3,9.3
Grains,100.0,364,10.33,1.0,76.31,2.7,0.27
Snacks,100.0,415,7.4,13.0,75.6,10.4,20.5
Sauce,100.0,250,10.1,13.0,23.86,1.0,11.47
Vegetables,100.0,95,8.18,4.6,5.38,0.9,2.93
Condiments,100.0,357,0.0,39.0,5.71,0.0,0.0
Vegetables,100.0,63,2.38,0.4,11.9,2.4,3.17
Legumes and seeds,100.0,51,3.28,0.4,8.57,2.3,0.0
Vegetables,100.0,41,1.2,0.1,9.5,0.0,0.0
Sauce,100.0,268,13.69,16.0,17.73,1.1,4.5
Fruits,100.0,68,1.0,0.8,14.14,0.8,10.55
Seafood,100.0,114,18.86,3.7,0.0,0.0,0.0
Snacks,100.0,471,6.0,21.0,65.7,2.8,0.0
Seafood,100.0,266,22.94,17.0,5.31,1.6,0.0
Grains,100.0,130,2.38,0.2,28.59,0.3,0.0
Beverages,100.0,2,0.0,0.0,0.41,0.0,0.0
Legumes and seeds,100.0,614,20.96,56.0,18.82,10.3,6.27
Snacks,100.0,467,8.1,23.0,62.7,2.0,52.1
Snacks,100.0,263,2.72,8.8,43.05,1.4,1.73
Snacks,100.0,451,3.98,21.0,61.02,1.5,38.04
Beverages,100.0,37,1.22,0.0,7.76,0.0,7.35
Miscellaneous Ingredients,100.0,368,0.0,0.0,100.0,0.0,92.7
Legumes and seeds,100.0,30,5.3,0.7,3.29,0.0,0.0
Red Meat,100.0,320,12.0,29.0,2.42,0.0,0.0
Fruits,100.0,70,0.3,0.2,19.0,1.1,13.0
Snacks,100.0,447,5.0,15.0,72.94,2.5,50.0
Poultry,100.0,237,30.42,12.0,0.0,0.0,0.0
Poultry,100.0,194,25.73,9.3,0.11,0.0,0.0
Sauce,100.0,234,12.79,12.0,21.01,1.7,3.7
Snacks,100.0,463,7.2,16.0,74.3,1.9,22.3
Eggs,100.0,281,10.8,10.0,37.0,1.2,2.7
Vegetables,100.0,27,1.2,0.2,6.29,2.2,1.88
Beverages,100.0,83,0.07,0.0,2.58,0.0,0.0
Snacks,100.0,392,7.6,3.8,81.5,5.4,0.0
Vegetables,100.0,23,2.97,0.3,3.75,2.4,0.43
Vegetables,100.0,68,2.73,0.2,15.36,3.1,2.9
Legumes and seeds,100.0,44,3.0,0.8,6.3,6.0,0.0
Sauce,100.0,30,0.62,0.9,4.87,0.5,1.83
Condiments,100.0,231,0.3,19.0,16.0,0.0,4.2
Sauce,100.0,158,5.8,0.9,30.86,1.8,0.56
Snacks,100.0,481,2.13,28.0,55.87,6.4,36.16
Seafood,100.0,271,19.0,22.0,0.0,0.0,0.0
Beverages,100.0,345,7.4,0.2,78.52,5.0,4.52
Snacks,100.0,485,4.9,19.0,73.8,1.3,37.2
Dairy,100.0,165,25.5,5.1,4.3,0.0,1.35
Beverages,100.0,540,7.5,30.0,59.95,7.5,42.5
Snacks,100.0,196,8.3,2.0,42.1,6.2,4.76
Legumes and seeds,100.0,333,23.58,0.8,60.01,24.9,2.23
Legumes and seeds,100.0,114,7.37,0.4,21.02,4.9,1.41
Legumes and seeds,100.0,98,10.1,5.2,2.6,1.3,0.4
Legumes and seeds,100.0,260,3.29,0.1,60.72,0.0,0.0
Dairy,100.0,295,23.75,20.0,5.58,0.0,1.9
Legumes and seeds,100.0,609,12.12,53.0,30.3,3.0,9.09
Snacks,100.0,309,16.23,17.0,22.85,1.6,2.76
Grains,100.0,487,2.19,19.0,77.34,0.0,49.43
Snacks,100.0,541,4.06,30.0,62.82,1.6,40.99
Vegetables,100.0,884,0.0,100.0,0.0,0.0,0.0
Eggs,100.0,251,5.5,8.2,39.6,1.0,10.3
Legumes and seeds,100.0,579,28.01,49.0,17.45,8.9,0.0
Vegetables,100.0,20,0.76,0.1,4.74,1.7,0.0
Vegetables,100.0,35,0.76,0.2,8.22,3.0,3.45
Grains,100.0,367,5.83,1.1,85.79,2.6,9.51
Poultry,100.0,34,1.69,0.9,5.08,0.0,0.0
Legumes and seeds,100.0,628,14.89,53.0,22.98,9.8,0.0
Snacks,100.0,406,10.9,10.0,73.8,9.8,10.6
Condiments,100.0,47,0.97,0.9,8.75,0.6,8.85
Poultry,100.0,80,14.7,0.7,3.7,1.4,0.1
Seafood,100.0,138,23.1,5.0,0.0,0.0,0.0
Grains,100.0,402,4.62,4.0,86.1,0.8,34.28
Miscellaneous Ingredients,100.0,710,9.5,74.0,13.55,9.4,4.06
Grains,100.0,381,6.41,3.4,83.85,3.4,20.27
Poultry,100.0,112,22.48,2.5,0.0,0.0,0.0
Legumes and seeds,100.0,74,9.19,3.4,1.71,0.8,0.3
Vegetables,100.0,24,2.72,0.4,4.02,2.0,0.0
Grains,100.0,405,9.66,11.0,67.14,0.0,0.0
Snacks,100.0,331,4.1,24.0,24.5,0.8,18.3
Fruits,100.0,89,2.5,0.8,17.54,0.4,13.28
Seafood,100.0,139,23.45,4.3,0.0,0.0,0.0
Legumes and seeds,100.0,341,26.12,1.5,58.29,25.0,5.7
Snacks,100.0,492,4.5,20.0,73.2,1.5,33.6
Snacks,100.0,502,4.5,24.0,66.3,1.0,29.9
Poultry,100.0,334,18.66,22.0,14.23,0.1,0.0
Legumes and seeds,100.0,25,2.09,0.8,3.55,0.0,0.0
Legumes and seeds,100.0,599,28.03,53.0,15.26,9.4,4.18
Miscellaneous Ingredients,100.0,715,9.2,75.0,13.01,9.5,3.97
Seafood,100.0,123,22.44,3.1,0.0,0.0,0.0
Seafood,100.0,239,18.42,18.0,0.0,0.0,0.0
Red Meat,100.0,176,20.0,10.0,0.0,0.0,0.0
Red Meat,100.0,215,18.59,15.0,0.0,0.0,0.0
Legumes and seeds,100.0,30,1.76,0.2,6.19,3.4,0.63
Eggs,100.0,66,2.69,2.1,9.08,2.1,2.5
Snacks,100.0,500,4.0,26.0,66.78,2.2,37.3
Red Meat,100.0,116,21.5,2.7,0.0,0.0,0.0
Snacks,100.0,390,12.1,3.2,76.6,6.3,0.0
Snacks,100.0,607,21.23,55.0,17.68,10.5,4.55
Seafood,100.0,204,28.62,8.2,1.92,0.0,0.0
Fruits,100.0,52,0.2,0.1,12.7,0.4,10.6
Poultry,100.0,304,11.93,15.0,30.56,1.4,2.62
Snacks,100.0,502,4.4,23.0,69.1,1.3,26.6
Legumes and seeds,100.0,51,4.1,1.5,5.35,1.4,1.39
Grains,100.0,406,8.7,3.0,85.98,6.5,0.72
Grains,100.0,360,6.61,0.6,79.34,0.0,0.0
Vegetables,100.0,130,5.06,0.9,25.04,0.0,0.0
Poultry,100.0,295,12.9,16.0,23.99,0.9,11.6
Poultry,100.0,116,20.04,3.3,0.0,0.0,0.0
Poultry,100.0,214,13.78,8.1,21.55,1.3,0.0
Fruits,100.0,19,0.72,0.2,3.71,1.1,2.61
Sauce,100.0,12,0.32,0.0,2.77,0.3,0.2
Fruits,100.0,65,0.3,0.0,17.8,0.7,10.62
Grains,100.0,270,13.2,2.4,48.1,3.3,1.44
Grains,100.0,147,3.09,0.9,31.33,1.7,0.15
Dairy,100.0,54,3.27,1.8,6.28,0.6,3.99
Poultry,100.0,109,19.85,1.5,4.3,0.0,4.3
Grains,100.0,269,0.01,3.5,50.3,1.6,4.7
Fruits,100.0,377,4.4,7.5,72.9,2.1,35.1
Snacks,100.0,541,10.9,37.0,46.5,2.8,0.19
Grains,100.0,332,7.8,4.1,82.0,17.9,20.29
Snacks,100.0,438,7.3,16.0,72.1,4.4,0.0
Poultry,100.0,164,26.39,5.4,0.76,0.0,0.0
Condiments,100.0,61,2.94,2.3,7.01,0.7,1.26
Sauce,100.0,68,1.84,1.6,11.57,0.9,0.23
Snacks,100.0,415,11.0,5.7,80.0,5.3,0.67
Red Meat,100.0,332,14.35,30.0,0.0,0.0,0.0
Fruits,100.0,268,1.5,8.7,47.2,1.2,23.86
Sauce,100.0,79,1.35,5.3,6.8,0.7,0.4
Sauce,100.0,10,1.01,0.3,0.34,0.0,0.34
Grains,100.0,367,16.7,5.9,71.4,14.5,24.0
Seafood,100.0,172,23.8,4.5,7.39,0.0,0.0
Snacks,100.0,406,5.17,12.0,69.27,2.7,39.55
Miscellaneous Ingredients,100.0,350,10.53,1.3,74.11,7.9,10.53
Legumes and seeds,100.0,83,17.1,1.6,0.0,0.0,0.0
Fruits,100.0,80,8.03,0.1,11.62,0.7,10.86
Snacks,100.0,318,8.41,18.0,31.25,1.0,11.23
Red Meat,100.0,152,19.07,7.8,0.0,0.0,0.0
Seafood,100.0,327,69.86,5.3,0.0,0.0,0.0
Beverages,100.0,372,0.0,0.0,92.96,0.0,72.73
Snacks,100.0,387,8.5,3.5,80.1,3.0,0.0
Eggs,100.0,272,12.03,13.0,26.19,0.8,9.56
Snacks,100.0,510,5.8,27.0,62.9,1.1,0.0
Snacks,100.0,499,7.7,23.0,65.1,3.9,4.83
Snacks,100.0,538,6.17,33.0,56.9,4.0,0.27
Miscellaneous Ingredients,100.0,459,5.0,18.0,71.0,1.7,32.5
Snacks,100.0,521,10.33,32.0,51.9,1.9,0.25
Vegetables,100.0,42,1.36,0.2,9.56,1.4,4.73
Red Meat,100.0,109,21.62,1.8,0.0,0.0,0.0
Red Meat,100.0,143,23.3,4.8,0.0,0.0,0.0
Legumes and seeds,100.0,617,17.28,55.0,23.32,5.7,10.54
Snacks,100.0,497,4.2,23.0,68.7,1.8,31.8
Vegetables,100.0,93,2.5,0.1,21.15,2.2,1.18
Red Meat,100.0,293,15.76,25.0,0.0,0.0,0.0
Dairy,100.0,257,3.2,22.0,12.49,0.0,8.0
Vegetables,100.0,37,1.22,0.2,7.35,1.2,3.27
Miscellaneous Ingredients,100.0,157,5.8,0.9,30.59,1.8,0.56
Vegetables,100.0,18,0.83,0.2,4.0,1.6,2.37
Fruits,100.0,391,10.7,4.6,77.1,7.8,6.68
Snacks,100.0,195,5.26,6.1,29.64,0.9,1.75
Eggs,100.0,48,10.0,0.0,2.0,0.0,2.0
Beverages,100.0,45,0.07,0.0,11.58,0.6,11.02
Eggs,100.0,304,10.07,19.0,22.45,0.0,0.0
Vegetables,100.0,114,22.2,1.2,3.7,2.6,0.8
Red Meat,100.0,146,21.9,2.8,8.2,4.3,1.2
Condiments,100.0,135,15.1,4.6,8.3,4.3,0.6
Snacks,100.0,205,7.35,6.1,31.23,4.2,1.73
Beverages,100.0,29,0.25,0.0,1.3,0.0,0.0
Legumes and seeds,100.0,155,14.6,8.9,4.1,3.3,0.5
Eggs,100.0,200,23.6,9.7,5.1,1.2,0.1
Red Meat,100.0,254,17.17,20.0,0.0,0.0,0.0
Vegetables,100.0,76,1.37,0.1,17.72,2.5,5.74
Snacks,100.0,541,5.0,32.0,59.0,1.9,22.5
Oil,100.0,899,0.56,100.0,0.0,0.0,0.0
Vegetables,100.0,20,0.41,0.0,4.53,0.8,3.29
Snacks,100.0,482,5.1,21.0,70.1,1.6,26.0
Seafood,100.0,78,5.9,4.1,4.52,1.4,2.16
Vegetables,100.0,79,3.17,0.8,15.87,2.4,3.97
Snacks,100.0,458,8.2,25.0,52.1,1.1,0.0
Grains,100.0,130,2.36,0.2,28.73,0.0,0.0
Grains,100.0,97,2.02,0.2,21.09,1.0,0.05
Snacks,100.0,348,2.56,2.3,79.16,0.0,39.64
Condiments,100.0,291,0.0,0.1,72.43,0.0,72.25
Eggs,100.0,227,6.8,9.3,28.7,0.0,0.0
Grains,100.0,364,7.7,3.4,82.8,7.1,22.2
Fruits,100.0,78,1.1,0.5,17.35,0.5,12.2
Snacks,100.0,411,3.86,25.0,43.58,2.7,5.43
Seafood,100.0,236,23.65,15.0,0.0,0.0,0.0
Grains,100.0,258,0.01,3.7,46.5,9.8,7.2
Legumes and seeds,100.0,29,4.2,0.5,4.1,0.0,0.0
Sauce,100.0,418,9.83,38.0,10.09,1.8,6.33
Sauce,100.0,426,5.0,42.0,6.14,1.7,1.92
Condiments,100.0,84,0.8,3.9,11.44,2.2,3.73
Seafood,100.0,262,23.85,18.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,274,5.5,13.0,35.5,1.9,0.0
Fruits,100.0,46,0.58,0.1,11.13,0.1,11.03
Snacks,100.0,514,3.8,25.0,68.1,0.8,43.9
Vegetables,100.0,65,0.8,0.1,16.28,0.8,11.05
Vegetables,100.0,73,0.84,0.1,18.18,2.5,0.0
Snacks,100.0,352,0.08,0.0,87.97,0.0,68.18
Snacks,100.0,469,5.6,27.0,63.6,4.8,1.2
Miscellaneous Ingredients,100.0,344,12.8,1.5,71.0,0.0,0.0
Grains,100.0,371,13.7,6.9,68.18,9.4,1.42
Poultry,100.0,440,9.58,44.0,0.79,0.0,0.0
Legumes and seeds,100.0,374,6.39,4.5,77.31,11.7,0.0
Sauce,100.0,21,0.25,0.2,6.69,0.4,1.37
Snacks,100.0,397,1.1,18.0,63.2,0.9,57.7
Eggs,100.0,273,6.58,9.2,41.05,2.2,4.3
Eggs,100.0,270,18.82,20.0,8.86,3.9,0.0
Grains,100.0,398,4.39,5.1,85.51,2.5,44.32
Snacks,100.0,499,8.4,25.0,59.8,1.8,14.2
Grains,100.0,365,11.8,0.7,77.25,2.1,0.0
Poultry,100.0,240,14.62,14.0,14.86,1.7,0.57
Legumes and seeds,100.0,115,3.0,3.0,18.0,6.0,3.0
Vegetables,100.0,22,2.5,0.1,4.3,0.6,1.72
Dairy,100.0,169,3.97,7.5,21.42,0.0,6.46
Beverages,100.0,37,0.21,0.1,8.05,0.0,8.05
Red Meat,100.0,131,26.83,1.8,0.0,0.0,0.0
Condiments,100.0,65,3.79,0.3,11.8,2.1,1.7
Dairy,100.0,30,1.6,0.8,4.1,0.1,2.9
Beverages,100.0,2,0.3,0.0,0.23,0.0,0.0
Fruits,100.0,264,2.4,13.0,38.0,0.5,32.94
Grains,100.0,391,13.5,7.0,69.3,0.0,0.0
Eggs,100.0,51,1.9,1.8,7.0,0.9,0.0
Beverages,100.0,45,0.0,0.0,10.98,0.0,10.57
Beverages,100.0,49,0.41,0.0,11.38,0.0,10.57
Poultry,100.0,42,1.69,0.9,6.78,0.0,0.0
Grains,100.0,390,9.06,7.2,72.22,9.2,1.6
Grains,100.0,401,9.0,9.4,75.4,8.6,20.8
Dairy,100.0,496,26.32,27.0,38.42,0.0,38.42
Eggs,100.0,312,11.13,21.0,21.05,0.2,0.95
Sauce,100.0,219,15.0,15.0,5.6,2.8,0.2
Fruits,100.0,53,0.26,0.4,13.64,2.4,11.01
Legumes and seeds,100.0,318,12.14,4.6,58.26,0.0,0.0
Red Meat,100.0,346,12.4,27.0,14.3,5.1,0.8
Eggs,100.0,211,19.7,10.0,9.6,2.8,1.2
Grains,100.0,252,12.45,3.5,42.71,6.0,4.34
Snacks,100.0,397,4.8,4.1,85.7,1.6,35.8
Snacks,100.0,482,7.6,20.0,67.0,3.3,15.0
Snacks,100.0,463,5.4,18.0,71.0,2.7,36.3
Red Meat,100.0,226,13.1,18.0,3.9,0.0,0.0
Beverages,100.0,27,0.17,0.0,0.73,0.0,0.0
Vegetables,100.0,44,1.68,0.2,9.96,2.0,7.96
Snacks,100.0,489,4.7,23.0,65.6,0.9,40.36
Beverages,100.0,405,47.62,3.6,43.94,0.0,40.48
Condiments,100.0,155,7.2,4.6,22.1,5.0,0.6
Seafood,100.0,118,24.92,1.3,0.0,0.0,0.0
Snacks,100.0,478,7.1,20.0,67.7,4.5,30.9
Grains,100.0,239,9.5,3.8,49.2,14.3,4.2
Snacks,100.0,490,5.1,22.0,67.7,1.8,28.7
Snacks,100.0,416,11.0,5.7,80.1,5.3,0.85
Poultry,100.0,263,14.73,16.0,15.01,1.1,0.37
Snacks,100.0,466,10.9,17.0,67.9,2.6,0.6
Dairy,100.0,40,3.31,0.9,4.79,0.0,4.79
Legumes and seeds,100.0,62,5.25,0.9,11.6,0.0,0.0
Legumes and seeds,100.0,343,21.7,1.5,62.78,15.0,0.0
Eggs,100.0,324,9.54,22.0,21.57,2.0,3.1
Snacks,100.0,460,9.5,22.0,57.6,2.4,1.2
Snacks,100.0,333,4.9,10.0,56.7,1.9,12.95
Vegetables,100.0,32,3.04,0.3,6.28,3.3,3.12
Seafood,100.0,302,11.87,19.0,20.87,0.0,0.0
Vegetables,100.0,49,2.59,0.3,9.26,3.0,2.41
Sauce,100.0,53,8.14,0.6,4.93,0.8,0.4
Seafood,100.0,158,23.59,6.3,0.0,0.0,0.0
Beverages,100.0,10,0.0,0.0,2.5,0.0,2.5
Poultry,100.0,112,25.94,0.9,0.0,0.0,0.0
Grains,100.0,361,9.07,4.7,70.59,3.5,0.0
Red Meat,100.0,107,5.8,3.5,13.1,3.3,1.87
Beverages,100.0,58,0.9,0.0,0.27,0.0,0.0
Snacks,100.0,342,5.9,0.9,77.6,7.4,45.24
Poultry,100.0,56,2.37,0.9,9.57,1.0,1.25
Poultry,100.0,138,28.99,2.5,0.0,0.0,0.0
Snacks,100.0,505,9.5,31.0,55.8,5.7,1.7
Eggs,100.0,253,5.5,8.2,39.9,1.3,11.2
Dairy,100.0,137,3.3,2.2,30.51,5.4,20.93
Snacks,100.0,94,1.44,0.4,21.31,0.0,14.18
Dairy,100.0,89,2.02,0.0,20.16,0.0,15.12
Snacks,100.0,519,5.8,27.0,63.8,3.3,31.8
Snacks,100.0,440,3.23,19.0,63.26,1.6,40.32
Condiments,100.0,145,1.03,15.0,3.84,3.3,0.54
Beverages,100.0,50,0.0,0.0,13.75,0.0,12.92
Red Meat,100.0,786,6.7,84.0,0.0,0.0,0.0
Snacks,100.0,375,2.0,7.5,80.89,0.2,48.0
Fruits,100.0,151,0.0,0.1,37.6,1.5,29.41
Vegetables,100.0,50,2.48,0.6,10.81,4.9,4.9
Sauce,100.0,160,1.0,0.5,37.92,1.4,30.95
Sauce,100.0,129,2.7,8.4,10.65,0.6,1.3
Eggs,100.0,285,3.8,13.0,39.1,0.0,0.0
Miscellaneous Ingredients,100.0,511,5.7,26.0,65.5,3.0,30.4
Eggs,100.0,124,4.37,1.0,25.12,0.0,0.0
Poultry,100.0,124,17.88,4.5,1.8,0.0,0.0
Vegetables,100.0,14,1.36,0.3,2.42,1.7,0.0
Legumes and seeds,100.0,162,1.6,0.3,38.22,24.1,2.58
Seafood,100.0,93,18.1,1.7,1.4,0.0,0.0
Red Meat,100.0,137,21.41,5.0,0.0,0.0,0.0
Snacks,100.0,431,6.6,11.0,77.1,2.2,8.4
Snacks,100.0,486,8.72,20.0,67.41,1.9,62.68
Grains,100.0,263,6.1,5.6,47.4,0.0,0.0
Snacks,100.0,420,3.5,14.0,69.12,1.0,38.43
Fruits,100.0,88,1.04,0.4,22.66,2.6,17.45
Fruits,100.0,113,1.23,0.2,29.7,0.0,0.0
Sauce,100.0,152,4.5,12.0,6.5,0.1,6.4
Beverages,100.0,5,0.0,0.0,1.38,0.0,1.38
Legumes and seeds,100.0,578,25.87,49.0,19.86,8.9,0.0
Snacks,100.0,444,4.9,13.0,77.9,2.1,32.9
Legumes and seeds,100.0,589,27.04,51.0,16.3,8.9,0.0
Snacks,100.0,558,7.4,39.0,45.7,1.5,0.75
Snacks,100.0,577,12.82,38.0,44.89,3.8,38.46
Snacks,100.0,511,7.64,29.0,59.67,3.3,51.06
Snacks,100.0,456,4.01,17.0,71.17,1.0,59.69
Vegetables,100.0,34,1.01,0.1,7.88,1.0,3.08
Sauce,100.0,274,12.23,12.0,30.0,1.7,2.9
Miscellaneous Ingredients,100.0,434,1.0,11.0,81.84,1.6,80.54
Miscellaneous Ingredients,100.0,415,0.9,10.0,83.5,4.0,64.0
Poultry,100.0,159,29.06,3.8,0.0,0.0,0.0
Sauce,100.0,90,2.38,5.8,7.16,0.0,0.54
Fruits,100.0,60,0.2,0.0,16.4,0.0,0.0
Miscellaneous Ingredients,100.0,445,2.97,25.0,51.11,1.8,0.0
Vegetables,100.0,13,0.4,0.2,3.0,2.9,0.0
